license_id,brand_name,ingredient,drugbank_id,potential_indication,source
EMEA/H/C/004232,Poteligeo,MOGAMULIZUMAB,DB12498,primary cutaneous peripheral T-cell lymphoma not otherwise specified,TxGNN Knowledge Graph
EMEA/H/C/004232,Poteligeo,MOGAMULIZUMAB,DB12498,primary cutaneous gamma/delta-positive T-cell lymphoma,TxGNN Knowledge Graph
EMEA/H/C/004232,Poteligeo,MOGAMULIZUMAB,DB12498,folliculotropic mycosis fungoides,TxGNN Knowledge Graph
EMEA/H/C/004232,Poteligeo,MOGAMULIZUMAB,DB12498,primary cutaneous aggressive epidermotropic CD8+ T-cell lymphoma,TxGNN Knowledge Graph
EMEA/H/C/004232,Poteligeo,MOGAMULIZUMAB,DB12498,primary cutaneous CD4+ small/medium-sized pleomorphic T-cell lymphoma,TxGNN Knowledge Graph
EMEA/H/C/002717,Brintellix,VORTIOXETINE,DB09068,anxiety disorder,TxGNN Knowledge Graph
EMEA/H/C/002717,Brintellix,VORTIOXETINE,DB09068,endogenous depression,TxGNN Knowledge Graph
EMEA/H/C/002717,Brintellix,VORTIOXETINE,DB09068,unipolar depression,TxGNN Knowledge Graph
EMEA/H/C/006056,Opuviz,AFLIBERCEPT,DB08885,macular degeneration,TxGNN Knowledge Graph
EMEA/H/C/000252,Ziagen,ABACAVIR,DB01048,AIDS,TxGNN Knowledge Graph
EMEA/H/C/000338,Trizivir,ZIDOVUDINE,DB00495,AIDS,TxGNN Knowledge Graph
EMEA/H/C/000141,Aprovel,IRBESARTAN,DB01029,diabetic nephropathy,TxGNN Knowledge Graph
EMEA/H/C/000564,Alimta,PEMETREXED,DB00642,non-small cell lung carcinoma (disease),TxGNN Knowledge Graph
EMEA/H/C/000783,Irbesartan Hydrochlorothiazide Zentiva (previously Irbesartan Hydrochlorothiazide Winthrop),IRBESARTAN,DB01029,hypertensive disorder,TxGNN Knowledge Graph
EMEA/H/C/001026,Victoza,LIRAGLUTIDE,DB06655,diabetes mellitus (disease),TxGNN Knowledge Graph
EMEA/H/C/004095,Rydapt,MIDOSTAURIN,DB06595,mastocytosis,TxGNN Knowledge Graph
EMEA/H/C/004095,Rydapt,MIDOSTAURIN,DB06595,aggressive systemic mastocytosis,TxGNN Knowledge Graph
EMEA/H/C/004095,Rydapt,MIDOSTAURIN,DB06595,aleukemic mast cell leukemia,TxGNN Knowledge Graph
EMEA/H/C/004095,Rydapt,MIDOSTAURIN,DB06595,systemic mastocytosis,TxGNN Knowledge Graph
EMEA/H/C/004095,Rydapt,MIDOSTAURIN,DB06595,obsolete classic mast cell leukemia,TxGNN Knowledge Graph
EMEA/H/C/004095,Rydapt,MIDOSTAURIN,DB06595,mast cell leukemia,TxGNN Knowledge Graph
EMEA/H/C/004095,Rydapt,MIDOSTAURIN,DB06595,acute myeloblastic leukemia without maturation,TxGNN Knowledge Graph
EMEA/H/C/004095,Rydapt,MIDOSTAURIN,DB06595,acute myeloblastic leukemia with maturation,TxGNN Knowledge Graph
EMEA/H/C/004230,Mavenclad,CLADRIBINE,DB00242,hairy cell leukemia variant,TxGNN Knowledge Graph
EMEA/H/C/004230,Mavenclad,CLADRIBINE,DB00242,hairy cell leukemia,TxGNN Knowledge Graph
EMEA/H/C/004128,Besremi,ROPEGINTERFERON ALFA-2B,DB15119,plasmacytoma,TxGNN Knowledge Graph
EMEA/H/C/004128,Besremi,ROPEGINTERFERON ALFA-2B,DB15119,acquired polycythemia vera,TxGNN Knowledge Graph
EMEA/H/C/004128,Besremi,ROPEGINTERFERON ALFA-2B,DB15119,polycythemia (disease),TxGNN Knowledge Graph
EMEA/H/C/004062,Entresto,VALSARTAN,DB00177,hypertension,TxGNN Knowledge Graph
EMEA/H/C/002713,Latuda,LURASIDONE,DB08815,bipolar disorder,TxGNN Knowledge Graph
EMEA/H/C/005961,Tolvaptan Accord,TOLVAPTAN,DB06212,polycystic kidney disease,TxGNN Knowledge Graph
EMEA/H/C/005961,Tolvaptan Accord,TOLVAPTAN,DB06212,inappropriate ADH syndrome,TxGNN Knowledge Graph
EMEA/H/C/004761,Onureg,AZACITIDINE,DB00928,myelomonocytic leukemia,TxGNN Knowledge Graph
EMEA/H/C/004761,Onureg,AZACITIDINE,DB00928,acute myeloblastic leukemia without maturation,TxGNN Knowledge Graph
EMEA/H/C/004761,Onureg,AZACITIDINE,DB00928,myelodysplastic syndrome,TxGNN Knowledge Graph
EMEA/H/C/004761,Onureg,AZACITIDINE,DB00928,acute myeloblastic leukemia with maturation,TxGNN Knowledge Graph
EMEA/H/C/003882,Praluent,ALIROCUMAB,DB09302,arteriosclerosis disorder,TxGNN Knowledge Graph
EMEA/H/C/003882,Praluent,ALIROCUMAB,DB09302,arteriolosclerosis,TxGNN Knowledge Graph
EMEA/H/C/003882,Praluent,ALIROCUMAB,DB09302,syndromic dyslipidemia,TxGNN Knowledge Graph
EMEA/H/C/003882,Praluent,ALIROCUMAB,DB09302,atherosclerosis,TxGNN Knowledge Graph
EMEA/H/C/005208,Ayvakyt,AVAPRITINIB,DB15233,gastrointestinal stromal tumor,TxGNN Knowledge Graph
EMEA/H/C/000603,Tysabri,NATALIZUMAB,DB00108,inflammatory bowel disease,TxGNN Knowledge Graph
EMEA/H/C/000603,Tysabri,NATALIZUMAB,DB00108,Crohn's colitis,TxGNN Knowledge Graph
EMEA/H/C/000603,Tysabri,NATALIZUMAB,DB00108,Crohn disease,TxGNN Knowledge Graph
EMEA/H/C/002489,Xalkori,CRIZOTINIB,DB08865,non-small cell lung carcinoma (disease),TxGNN Knowledge Graph
EMEA/H/C/000127,Norvir,RITONAVIR,DB00503,AIDS,TxGNN Knowledge Graph
EMEA/H/C/000127,Norvir,RITONAVIR,DB00503,hepatitis C virus infection,TxGNN Knowledge Graph
EMEA/H/C/000127,Norvir,RITONAVIR,DB00503,chronic hepatitis C virus infection,TxGNN Knowledge Graph
EMEA/H/C/004390,Dupixent,DUPILUMAB,DB12159,atopic eczema,TxGNN Knowledge Graph
EMEA/H/C/002799,Gazyvaro,OBINUTUZUMAB,DB08935,acute lymphoblastic/lymphocytic leukemia,TxGNN Knowledge Graph
EMEA/H/C/002799,Gazyvaro,OBINUTUZUMAB,DB08935,Richter syndrome,TxGNN Knowledge Graph
EMEA/H/C/000795,Tyverb,LAPATINIB,DB01259,HER2 positive breast carcinoma,TxGNN Knowledge Graph
EMEA/H/C/003821,Ofev,NINTEDANIB,DB09079,lung cancer,TxGNN Knowledge Graph
EMEA/H/C/003821,Ofev,NINTEDANIB,DB09079,idiopathic interstitial pneumonia,TxGNN Knowledge Graph
EMEA/H/C/003821,Ofev,NINTEDANIB,DB09079,acute interstitial pneumonia,TxGNN Knowledge Graph
EMEA/H/C/003821,Ofev,NINTEDANIB,DB09079,non-small cell lung carcinoma (disease),TxGNN Knowledge Graph
EMEA/H/C/002581,Spedra,AVANAFIL,DB06237,premature ejaculation (disease),TxGNN Knowledge Graph
EMEA/H/C/002581,Spedra,AVANAFIL,DB06237,psychologic dyspareunia,TxGNN Knowledge Graph
EMEA/H/C/001048,Jalra,VILDAGLIPTIN,DB04876,diabetes mellitus (disease),TxGNN Knowledge Graph
EMEA/H/C/004426,Cablivi,CAPLACIZUMAB,DB06081,thrombocytopenic purpura,TxGNN Knowledge Graph
EMEA/H/C/000798,Tasigna,NILOTINIB,DB04868,"chronic myelogenous leukemia, BCR-ABL1 positive",TxGNN Knowledge Graph
EMEA/H/C/006248,Attrogy,DIFLUNISAL,DB00861,rheumatoid arthritis,TxGNN Knowledge Graph
EMEA/H/C/006248,Attrogy,DIFLUNISAL,DB00861,osteoarthritis susceptibility,TxGNN Knowledge Graph
EMEA/H/C/006248,Attrogy,DIFLUNISAL,DB00861,osteoarthritis,TxGNN Knowledge Graph
EMEA/H/C/006248,Attrogy,DIFLUNISAL,DB00861,arthropathy,TxGNN Knowledge Graph
EMEA/H/C/001227,Leflunomide medac,LEFLUNOMIDE,DB01097,psoriatic arthritis,TxGNN Knowledge Graph
EMEA/H/C/005862,Pirfenidone Viatris,PIRFENIDONE,DB04951,idiopathic interstitial pneumonia,TxGNN Knowledge Graph
EMEA/H/C/005862,Pirfenidone Viatris,PIRFENIDONE,DB04951,acute interstitial pneumonia,TxGNN Knowledge Graph
EMEA/H/C/004057,Qtern,SAXAGLIPTIN,DB06335,diabetes mellitus (disease),TxGNN Knowledge Graph
EMEA/H/C/006154,Azacitidine Kabi,AZACITIDINE,DB00928,unclassified acute myeloid leukemia,TxGNN Knowledge Graph
EMEA/H/C/006154,Azacitidine Kabi,AZACITIDINE,DB00928,acute myeloid leukemia with minimal differentiation,TxGNN Knowledge Graph
EMEA/H/C/006154,Azacitidine Kabi,AZACITIDINE,DB00928,acute myeloid leukemia with t(8;21)(q22;q22) translocation,TxGNN Knowledge Graph
EMEA/H/C/006154,Azacitidine Kabi,AZACITIDINE,DB00928,acute myeloid leukemia with inv3(p21;q26.2) or t(3;3)(p21;q26.2),TxGNN Knowledge Graph
EMEA/H/C/006154,Azacitidine Kabi,AZACITIDINE,DB00928,acute myeloid leukemia and myelodysplastic syndromes related to topoisomerase type 2 inhibitor,TxGNN Knowledge Graph
EMEA/H/C/006154,Azacitidine Kabi,AZACITIDINE,DB00928,acute myeloid leukemia with NPM1 somatic mutations,TxGNN Knowledge Graph
EMEA/H/C/006154,Azacitidine Kabi,AZACITIDINE,DB00928,inherited acute myeloid leukemia,TxGNN Knowledge Graph
EMEA/H/C/006154,Azacitidine Kabi,AZACITIDINE,DB00928,acute myeloid leukemia with CEBPA somatic mutations,TxGNN Knowledge Graph
EMEA/H/C/006154,Azacitidine Kabi,AZACITIDINE,DB00928,acute myeloid leukemia with t(8;16)(p11;p13) translocation,TxGNN Knowledge Graph
EMEA/H/C/006154,Azacitidine Kabi,AZACITIDINE,DB00928,myeloid leukemia,TxGNN Knowledge Graph
EMEA/H/C/006154,Azacitidine Kabi,AZACITIDINE,DB00928,acute myeloid leukemia with t(9;11)(p22;q23),TxGNN Knowledge Graph
EMEA/H/C/006154,Azacitidine Kabi,AZACITIDINE,DB00928,acute myeloid leukemia with t(6;9)(p23;q34),TxGNN Knowledge Graph
EMEA/H/C/006154,Azacitidine Kabi,AZACITIDINE,DB00928,therapy related acute myeloid leukemia and myelodysplastic syndrome,TxGNN Knowledge Graph
EMEA/H/C/002649,Invokana,CANAGLIFLOZIN,DB08907,diabetes mellitus (disease),TxGNN Knowledge Graph
EMEA/H/C/004881,Seffalair Spiromax,FLUTICASONE PROPIONATE,DB00588,"dermatitis, atopic",TxGNN Knowledge Graph
EMEA/H/C/004881,Seffalair Spiromax,FLUTICASONE PROPIONATE,DB00588,primary cutaneous T-cell non-Hodgkin lymphoma,TxGNN Knowledge Graph
EMEA/H/C/004881,Seffalair Spiromax,FLUTICASONE PROPIONATE,DB00588,neurodermatitis,TxGNN Knowledge Graph
EMEA/H/C/004881,Seffalair Spiromax,FLUTICASONE PROPIONATE,DB00588,lupus erythematosus,TxGNN Knowledge Graph
EMEA/H/C/004881,Seffalair Spiromax,FLUTICASONE PROPIONATE,DB00588,contact dermatitis,TxGNN Knowledge Graph
EMEA/H/C/004881,Seffalair Spiromax,FLUTICASONE PROPIONATE,DB00588,pulmonary emphysema,TxGNN Knowledge Graph
EMEA/H/C/004881,Seffalair Spiromax,FLUTICASONE PROPIONATE,DB00588,seborrheic keratosis,TxGNN Knowledge Graph
EMEA/H/C/004881,Seffalair Spiromax,FLUTICASONE PROPIONATE,DB00588,occupational dermatitis,TxGNN Knowledge Graph
EMEA/H/C/004881,Seffalair Spiromax,FLUTICASONE PROPIONATE,DB00588,discoid lupus erythematosus,TxGNN Knowledge Graph
EMEA/H/C/004881,Seffalair Spiromax,FLUTICASONE PROPIONATE,DB00588,atopic eczema,TxGNN Knowledge Graph
EMEA/H/C/004881,Seffalair Spiromax,FLUTICASONE PROPIONATE,DB00588,allergic rhinitis,TxGNN Knowledge Graph
EMEA/H/C/004881,Seffalair Spiromax,FLUTICASONE PROPIONATE,DB00588,primary cutaneous T-cell lymphoma,TxGNN Knowledge Graph
EMEA/H/C/004881,Seffalair Spiromax,FLUTICASONE PROPIONATE,DB00588,chronic cutaneous lupus erythematosus,TxGNN Knowledge Graph
EMEA/H/C/004881,Seffalair Spiromax,FLUTICASONE PROPIONATE,DB00588,granuloma annulare,TxGNN Knowledge Graph
EMEA/H/C/004881,Seffalair Spiromax,FLUTICASONE PROPIONATE,DB00588,lichen disease,TxGNN Knowledge Graph
EMEA/H/C/004881,Seffalair Spiromax,FLUTICASONE PROPIONATE,DB00588,seborrheic dermatitis,TxGNN Knowledge Graph
EMEA/H/C/004881,Seffalair Spiromax,FLUTICASONE PROPIONATE,DB00588,exanthem (disease),TxGNN Knowledge Graph
EMEA/H/C/004881,Seffalair Spiromax,FLUTICASONE PROPIONATE,DB00588,vasomotor rhinitis,TxGNN Knowledge Graph
EMEA/H/C/004192,Erelzi,ETANERCEPT,DB00005,"spondyloarthropathy, susceptibility to",TxGNN Knowledge Graph
EMEA/H/C/004192,Erelzi,ETANERCEPT,DB00005,spondyloarthropathy,TxGNN Knowledge Graph
EMEA/H/C/004192,Erelzi,ETANERCEPT,DB00005,juvenile idiopathic arthritis,TxGNN Knowledge Graph
EMEA/H/C/004192,Erelzi,ETANERCEPT,DB00005,ankylosing spondylitis,TxGNN Knowledge Graph
EMEA/H/C/004192,Erelzi,ETANERCEPT,DB00005,juvenile arthritis due to defect in LACC1,TxGNN Knowledge Graph
EMEA/H/C/000806,Cyanokit,HYDROXOCOBALAMIN,DB00200,vitamin B12 deficiency,TxGNN Knowledge Graph
EMEA/H/C/000806,Cyanokit,HYDROXOCOBALAMIN,DB00200,pernicious anemia,TxGNN Knowledge Graph
EMEA/H/C/002559,Cholib,FENOFIBRATE,DB01039,hypertriglyceridemia (disease),TxGNN Knowledge Graph
EMEA/H/C/002559,Cholib,FENOFIBRATE,DB01039,familial hyperlipidemia,TxGNN Knowledge Graph
EMEA/H/C/002559,Cholib,FENOFIBRATE,DB01039,obsolete familial combined hyperlipidemia,TxGNN Knowledge Graph
EMEA/H/C/002559,Cholib,FENOFIBRATE,DB01039,hyperlipidemia,TxGNN Knowledge Graph
EMEA/H/C/002559,Cholib,FENOFIBRATE,DB01039,hypoalphalipoproteinemia,TxGNN Knowledge Graph
EMEA/H/C/002559,Cholib,FENOFIBRATE,DB01039,"hyperlipidemia, familial combined, LPL related",TxGNN Knowledge Graph
EMEA/H/C/002559,Cholib,SIMVASTATIN,DB00641,hypertriglyceridemia (disease),TxGNN Knowledge Graph
EMEA/H/C/002559,Cholib,SIMVASTATIN,DB00641,obsolete familial combined hyperlipidemia,TxGNN Knowledge Graph
EMEA/H/C/002559,Cholib,SIMVASTATIN,DB00641,cerebrovascular disorder,TxGNN Knowledge Graph
EMEA/H/C/002559,Cholib,SIMVASTATIN,DB00641,arteriosclerosis disorder,TxGNN Knowledge Graph
EMEA/H/C/002559,Cholib,SIMVASTATIN,DB00641,obsolete susceptibility to ischemic stroke,TxGNN Knowledge Graph
EMEA/H/C/002559,Cholib,SIMVASTATIN,DB00641,atherosclerosis,TxGNN Knowledge Graph
EMEA/H/C/002559,Cholib,SIMVASTATIN,DB00641,cerebral infarction,TxGNN Knowledge Graph
EMEA/H/C/002559,Cholib,SIMVASTATIN,DB00641,stroke disorder,TxGNN Knowledge Graph
EMEA/H/C/002559,Cholib,SIMVASTATIN,DB00641,hypoalphalipoproteinemia,TxGNN Knowledge Graph
EMEA/H/C/002559,Cholib,SIMVASTATIN,DB00641,hyperlipoproteinemia,TxGNN Knowledge Graph
EMEA/H/C/002559,Cholib,SIMVASTATIN,DB00641,homozygous familial hypercholesterolemia,TxGNN Knowledge Graph
EMEA/H/C/002559,Cholib,SIMVASTATIN,DB00641,"hyperlipidemia, familial combined, LPL related",TxGNN Knowledge Graph
EMEA/H/C/003766,Repatha,EVOLOCUMAB,DB09303,syndromic dyslipidemia,TxGNN Knowledge Graph
EMEA/H/C/003766,Repatha,EVOLOCUMAB,DB09303,homozygous familial hypercholesterolemia,TxGNN Knowledge Graph
EMEA/H/C/004536,Prevymis,LETERMOVIR,DB12070,cytomegalovirus infection,TxGNN Knowledge Graph
EMEA/H/C/004068,Darunavir Viatris (previously Darunavir Mylan),DARUNAVIR,DB01264,AIDS,TxGNN Knowledge Graph
EMEA/H/C/002155,Tobi Podhaler,TOBRAMYCIN,DB00684,viral meningitis,TxGNN Knowledge Graph
EMEA/H/C/002155,Tobi Podhaler,TOBRAMYCIN,DB00684,rosacea,TxGNN Knowledge Graph
EMEA/H/C/002155,Tobi Podhaler,TOBRAMYCIN,DB00684,rhinoscleroma,TxGNN Knowledge Graph
EMEA/H/C/002155,Tobi Podhaler,TOBRAMYCIN,DB00684,uveitis,TxGNN Knowledge Graph
EMEA/H/C/002155,Tobi Podhaler,TOBRAMYCIN,DB00684,iridocyclitis (disease),TxGNN Knowledge Graph
EMEA/H/C/002155,Tobi Podhaler,TOBRAMYCIN,DB00684,keratoconjunctivitis,TxGNN Knowledge Graph
EMEA/H/C/002155,Tobi Podhaler,TOBRAMYCIN,DB00684,vernal keratoconjunctivitis,TxGNN Knowledge Graph
EMEA/H/C/002155,Tobi Podhaler,TOBRAMYCIN,DB00684,acute contagious conjunctivitis,TxGNN Knowledge Graph
EMEA/H/C/002155,Tobi Podhaler,TOBRAMYCIN,DB00684,papillary conjunctivitis,TxGNN Knowledge Graph
EMEA/H/C/002155,Tobi Podhaler,TOBRAMYCIN,DB00684,ciliary body disease,TxGNN Knowledge Graph
EMEA/H/C/002155,Tobi Podhaler,TOBRAMYCIN,DB00684,punctate epithelial keratoconjunctivitis,TxGNN Knowledge Graph
EMEA/H/C/002155,Tobi Podhaler,TOBRAMYCIN,DB00684,keratitis,TxGNN Knowledge Graph
EMEA/H/C/002155,Tobi Podhaler,TOBRAMYCIN,DB00684,staphylococcal infection,TxGNN Knowledge Graph
EMEA/H/C/002155,Tobi Podhaler,TOBRAMYCIN,DB00684,conjunctivitis,TxGNN Knowledge Graph
EMEA/H/C/002155,Tobi Podhaler,TOBRAMYCIN,DB00684,panuveitis (disease),TxGNN Knowledge Graph
EMEA/H/C/002155,Tobi Podhaler,TOBRAMYCIN,DB00684,staphylococcal pneumonia,TxGNN Knowledge Graph
EMEA/H/C/002155,Tobi Podhaler,TOBRAMYCIN,DB00684,staphylococcus aureus infection,TxGNN Knowledge Graph
EMEA/H/C/002155,Tobi Podhaler,TOBRAMYCIN,DB00684,vernal conjunctivitis,TxGNN Knowledge Graph
EMEA/H/C/002155,Tobi Podhaler,TOBRAMYCIN,DB00684,atopic conjunctivitis,TxGNN Knowledge Graph
EMEA/H/C/002155,Tobi Podhaler,TOBRAMYCIN,DB00684,dacryocystitis,TxGNN Knowledge Graph
EMEA/H/C/002155,Tobi Podhaler,TOBRAMYCIN,DB00684,escherichia coli infection,TxGNN Knowledge Graph
EMEA/H/C/002155,Tobi Podhaler,TOBRAMYCIN,DB00684,blepharoconjunctivitis,TxGNN Knowledge Graph
EMEA/H/C/002155,Tobi Podhaler,TOBRAMYCIN,DB00684,iris disease,TxGNN Knowledge Graph
EMEA/H/C/002155,Tobi Podhaler,TOBRAMYCIN,DB00684,neurotrophic keratopathy,TxGNN Knowledge Graph
EMEA/H/C/002155,Tobi Podhaler,TOBRAMYCIN,DB00684,superior limbic keratoconjunctivitis,TxGNN Knowledge Graph
EMEA/H/C/004075,Afstyla,LONOCTOCOG ALFA,DB13998,hemophilia,TxGNN Knowledge Graph
EMEA/H/C/004075,Afstyla,LONOCTOCOG ALFA,DB13998,symptomatic form of hemophilia in female carriers,TxGNN Knowledge Graph
EMEA/H/C/004747,Pifeltro,DORAVIRINE,DB12301,AIDS,TxGNN Knowledge Graph
EMEA/H/C/004447,Aimovig,ERENUMAB,DB14039,migraine disorder,TxGNN Knowledge Graph
EMEA/H/C/004786,Inbrija,LEVODOPA,DB01235,X-linked parkinsonism-spasticity syndrome,TxGNN Knowledge Graph
EMEA/H/C/004786,Inbrija,LEVODOPA,DB01235,hereditary late onset Parkinson disease,TxGNN Knowledge Graph
EMEA/H/C/004786,Inbrija,LEVODOPA,DB01235,early-onset parkinsonism-intellectual disability syndrome,TxGNN Knowledge Graph
EMEA/H/C/004786,Inbrija,LEVODOPA,DB01235,parkinsonian disorder,TxGNN Knowledge Graph
EMEA/H/C/004786,Inbrija,LEVODOPA,DB01235,postencephalitic Parkinson disease,TxGNN Knowledge Graph
EMEA/H/C/004786,Inbrija,LEVODOPA,DB01235,juvenile onset Parkinson disease 19A,TxGNN Knowledge Graph
EMEA/H/C/004786,Inbrija,LEVODOPA,DB01235,hemiparkinsonism-hemiatrophy syndrome,TxGNN Knowledge Graph
EMEA/H/C/004786,Inbrija,LEVODOPA,DB01235,atypical juvenile parkinsonism,TxGNN Knowledge Graph
EMEA/H/C/004786,Inbrija,LEVODOPA,DB01235,parkinsonian-pyramidal syndrome,TxGNN Knowledge Graph
EMEA/H/C/002221,Dacogen,DECITABINE,DB01262,acute myeloblastic leukemia without maturation,TxGNN Knowledge Graph
EMEA/H/C/002221,Dacogen,DECITABINE,DB01262,myelodysplastic syndrome,TxGNN Knowledge Graph
EMEA/H/C/002221,Dacogen,DECITABINE,DB01262,acute myeloblastic leukemia with maturation,TxGNN Knowledge Graph
EMEA/H/C/002315,Caprelsa,VANDETANIB,DB05294,thyroid gland carcinoma,TxGNN Knowledge Graph
EMEA/H/C/003822,Ravicti,GLYCEROL PHENYLBUTYRATE,DB08909,adult-onset citrullinemia type I,TxGNN Knowledge Graph
EMEA/H/C/003822,Ravicti,GLYCEROL PHENYLBUTYRATE,DB08909,citrin deficiency,TxGNN Knowledge Graph
EMEA/H/C/003822,Ravicti,GLYCEROL PHENYLBUTYRATE,DB08909,citrullinemia,TxGNN Knowledge Graph
EMEA/H/C/003822,Ravicti,GLYCEROL PHENYLBUTYRATE,DB08909,hyperargininemia,TxGNN Knowledge Graph
EMEA/H/C/003822,Ravicti,GLYCEROL PHENYLBUTYRATE,DB08909,neonatal intrahepatic cholestasis due to citrin deficiency,TxGNN Knowledge Graph
EMEA/H/C/003822,Ravicti,GLYCEROL PHENYLBUTYRATE,DB08909,carbamoyl phosphate synthetase I deficiency disease,TxGNN Knowledge Graph
EMEA/H/C/003822,Ravicti,GLYCEROL PHENYLBUTYRATE,DB08909,hyperammonemia due to N-acetylglutamate synthase deficiency,TxGNN Knowledge Graph
EMEA/H/C/003822,Ravicti,GLYCEROL PHENYLBUTYRATE,DB08909,acute neonatal citrullinemia type I,TxGNN Knowledge Graph
EMEA/H/C/003822,Ravicti,GLYCEROL PHENYLBUTYRATE,DB08909,argininosuccinic aciduria,TxGNN Knowledge Graph
EMEA/H/C/003822,Ravicti,GLYCEROL PHENYLBUTYRATE,DB08909,urea cycle disorder,TxGNN Knowledge Graph
EMEA/H/C/005973,Paxlovid,RITONAVIR,DB00503,HIV infectious disease,TxGNN Knowledge Graph
EMEA/H/C/003870,Hetlioz,TASIMELTEON,DB09071,non-24-hour sleep-wake syndrome,TxGNN Knowledge Graph
EMEA/H/C/002455,Adcetris,BRENTUXIMAB VEDOTIN,DB08870,Hodgkin's paragranuloma,TxGNN Knowledge Graph
EMEA/H/C/002455,Adcetris,BRENTUXIMAB VEDOTIN,DB08870,obsolete Hodgkin's granuloma,TxGNN Knowledge Graph
EMEA/H/C/005419,Sunitinib Accord,SUNITINIB,DB01268,gastrointestinal stromal tumor,TxGNN Knowledge Graph
EMEA/H/C/000374,Protopic,TACROLIMUS,DB00864,atopic eczema,TxGNN Knowledge Graph
EMEA/H/C/000368,Kaletra,LOPINAVIR,DB01601,AIDS,TxGNN Knowledge Graph
EMEA/H/C/004186,Mysildecard,SILDENAFIL,DB00203,erectile dysfunction (disease),TxGNN Knowledge Graph
EMEA/H/C/004186,Mysildecard,SILDENAFIL,DB00203,premature ejaculation (disease),TxGNN Knowledge Graph
EMEA/H/C/004186,Mysildecard,SILDENAFIL,DB00203,psychologic dyspareunia,TxGNN Knowledge Graph
EMEA/H/C/000762,Xelevia,SITAGLIPTIN,DB01261,diabetes mellitus (disease),TxGNN Knowledge Graph
EMEA/H/C/000762,Xelevia,SITAGLIPTIN,DB01261,type 2 diabetes mellitus,TxGNN Knowledge Graph
EMEA/H/C/000157,Cerezyme,IMIGLUCERASE,DB00053,Gaucher disease,TxGNN Knowledge Graph
EMEA/H/C/000306,Metalyse,TENECTEPLASE,DB00031,coronary thrombosis,TxGNN Knowledge Graph
EMEA/H/C/000306,Metalyse,TENECTEPLASE,DB00031,hemoglobinopathy,TxGNN Knowledge Graph
EMEA/H/C/003956,Accofil,FILGRASTIM,DB00099,cyclic hematopoiesis,TxGNN Knowledge Graph
EMEA/H/C/004978,Brukinsa,ZANUBRUTINIB,DB15035,lymphosarcoma,TxGNN Knowledge Graph
EMEA/H/C/004978,Brukinsa,ZANUBRUTINIB,DB15035,B-cell neoplasm,TxGNN Knowledge Graph
EMEA/H/C/005481,Opdualag,NIVOLUMAB,DB09035,squamous cell lung carcinoma,TxGNN Knowledge Graph
EMEA/H/C/005481,Opdualag,NIVOLUMAB,DB09035,non-small cell lung carcinoma (disease),TxGNN Knowledge Graph
EMEA/H/C/005481,Opdualag,NIVOLUMAB,DB09035,lung cancer,TxGNN Knowledge Graph
EMEA/H/C/004444,Reblozyl,LUSPATERCEPT,DB12281,beta-thalassemia intermedia,TxGNN Knowledge Graph
EMEA/H/C/004444,Reblozyl,LUSPATERCEPT,DB12281,beta-thalassemia HBB/LCRB,TxGNN Knowledge Graph
EMEA/H/C/004444,Reblozyl,LUSPATERCEPT,DB12281,beta-thalassemia and related diseases,TxGNN Knowledge Graph
EMEA/H/C/004444,Reblozyl,LUSPATERCEPT,DB12281,dominant beta-thalassemia,TxGNN Knowledge Graph
EMEA/H/C/004444,Reblozyl,LUSPATERCEPT,DB12281,beta thalassemia,TxGNN Knowledge Graph
EMEA/H/C/004444,Reblozyl,LUSPATERCEPT,DB12281,hemoglobinopathy,TxGNN Knowledge Graph
EMEA/H/C/004444,Reblozyl,LUSPATERCEPT,DB12281,hereditary persistence of fetal hemoglobin,TxGNN Knowledge Graph
EMEA/H/C/004275,Crysvita,BUROSUMAB,DB14012,hereditary hypophosphatemic rickets,TxGNN Knowledge Graph
EMEA/H/C/002792,Obizur,SUSOCTOCOG ALFA,DB11606,acquired hemophilia,TxGNN Knowledge Graph
EMEA/H/C/001038,Afinitor,EVEROLIMUS,DB01590,Marfan syndrome,TxGNN Knowledge Graph
EMEA/H/C/001038,Afinitor,EVEROLIMUS,DB01590,tuberous sclerosis,TxGNN Knowledge Graph
EMEA/H/C/001038,Afinitor,EVEROLIMUS,DB01590,breast neoplasm,TxGNN Knowledge Graph
EMEA/H/C/001038,Afinitor,EVEROLIMUS,DB01590,kidney angiomyolipoma,TxGNN Knowledge Graph
EMEA/H/C/001038,Afinitor,EVEROLIMUS,DB01590,situs inversus,TxGNN Knowledge Graph
EMEA/H/C/002311,Votubia,EVEROLIMUS,DB01590,breast carcinoma,TxGNN Knowledge Graph
EMEA/H/C/002311,Votubia,EVEROLIMUS,DB01590,nonpapillary renal cell carcinoma,TxGNN Knowledge Graph
EMEA/H/C/002311,Votubia,EVEROLIMUS,DB01590,renal cell carcinoma (disease),TxGNN Knowledge Graph
EMEA/H/C/002311,Votubia,EVEROLIMUS,DB01590,clear cell renal carcinoma,TxGNN Knowledge Graph
EMEA/H/C/002311,Votubia,EVEROLIMUS,DB01590,renal cell adenocarcinoma,TxGNN Knowledge Graph
EMEA/H/C/005067,Atectura Breezhaler,MOMETASONE FUROATE,DB14512,"dermatitis, atopic",TxGNN Knowledge Graph
